name,identity,alignment,appearanceCount,yearOfAppearance
Ramiro Xuc,,,2,1976
Raymond Jones,,Bad,2,1976
Ryan,Public Identity,,2,1976
Silas Warden,Secret Identity,Bad,2,1976
Titanis,,Good,2,1976
Darnak,,,2,1977
Gareth (Spartoi),,,2,1977
Joseph Kragowski,,Good,2,1977
Madam Web,,Bad,2,1977
Man-Fish,Secret Identity,Bad,2,1977
Margay Sorenson,No Dual Identity,Good,2,1977
Mister One and Mister Two,,,2,1977
Modt,,,2,1977
Monk Keys,,Bad,2,1977
Nicodemus (Sorcerer),Secret Identity,Bad,2,1977
Pierre Dentifris,,Bad,2,1977
Prince Philip,No Dual Identity,Good,2,1977
Ralph Rider,,,2,1977
Relstor,Public Identity,,2,1977
Securitron,,,2,1977
Shambler,Secret Identity,Good,2,1977
Soul-Drinker,Secret Identity,Bad,2,1977
Sporr (Fomalhauti),,Neutral,2,1977
Stephen Weems,Secret Identity,Bad,2,1977
Thomas Ewing,Secret Identity,Bad,2,1977
Tri-Animan,,Bad,2,1977
Visimajoris,,Bad,2,1977
Werner Eisen,,Bad,2,1977
Adam Manna,,,2,1978
Barok,,Good,2,1978
Carl Braden,Public Identity,Neutral,2,1978
Eric Barlow,,Bad,2,1978
Franz Gerhardt,Secret Identity,Bad,2,1978
Haemon,No Dual Identity,Neutral,2,1978
Hogg,Public Identity,Good,2,1978
Jacob Wallaby,,,2,1978
"Joseph Danvers, Jr.",,Neutral,2,1978
Manipulator (Robot),Secret Identity,Bad,2,1978
Matani,No Dual Identity,,2,1978
Mela,,Good,2,1978
Moran,,Bad,2,1978
Nathan Beame,,Bad,2,1978
Njord,Secret Identity,,2,1978
Observer YJ-18,Public Identity,Bad,2,1978
Roak,,Bad,2,1978
Sinister Soofi,,Bad,2,1978
Tatia,,Good,2,1978
Tinta,,Good,2,1978
Yada,No Dual Identity,Good,2,1978
Aeneas,Secret Identity,Neutral,2,1979
Agamemnon (Mythology),Public Identity,,2,1979
Anson Harkov,,,2,1979
Argus the One-Eyed,Public Identity,,2,1979
Bloodhawk (Avengers),Secret Identity,Good,2,1979
Carbon (Human),,Bad,2,1979
Cassandra,,,2,1979
Cerberus (Shogun Warriors),Secret Identity,Bad,2,1979
Cobalt (Human),Public Identity,Bad,2,1979
Darren Cross,No Dual Identity,Bad,2,1979
Diomedes,,,2,1979
Hagar,Secret Identity,Bad,2,1979
Hiram Dobbs,Public Identity,Good,2,1979
Jaketch,Secret Identity,Bad,2,1979
James Valkon,Secret Identity,Bad,2,1979
John Diamond,Public Identity,,2,1979
Joshua Farkas,Public Identity,Bad,2,1979
Karl Janacek,,,2,1979
Katrinka Janice Clayton,No Dual Identity,,2,1979
Lupinar,,Bad,2,1979
Maur-Konn,,Bad,2,1979
Menelaus,,,2,1979
Metabo,Secret Identity,Bad,2,1979
Monolith (Alien),Secret Identity,Bad,2,1979
Pandarus of Lycia,Public Identity,,2,1979
Passing Cloud,,Good,2,1979
Philoctetes,Public Identity,,2,1979
Phosphorus (Human),,Bad,2,1979
Priam,,,2,1979
Sandy Herkowitz,No Dual Identity,Neutral,2,1979
Sandy Jones,Public Identity,,2,1979
Sashia,Public Identity,Good,2,1979
Sergei Kotzinin,No Dual Identity,Neutral,2,1979
Starchild,Secret Identity,Bad,2,1979
Tawa,Secret Identity,Good,2,1979
Teacher (Bloodhawk),Secret Identity,Good,2,1979
Aaron Verne,Public Identity,Bad,2,1980
Agent Syn,Secret Identity,Bad,2,1980
Alexi Kalishnikov,,Bad,2,1980
Alfred Tooks,Secret Identity,Bad,2,1980
Bayan,,Good,2,1980
Benedict Pierce,No Dual Identity,,2,1980
Brute Bashby,Secret Identity,Bad,2,1980
Carl Delandan,,Bad,2,1980
Dawn Starr,,,2,1980
Elephantine,Secret Identity,,2,1980
Eluke,Public Identity,Good,2,1980
Fury (Changeling),Secret Identity,,2,1980
Gamesman,Secret Identity,Bad,2,1980
John Judson,Public Identity,Bad,2,1980
Kan,No Dual Identity,Neutral,2,1980
Magni Thorson,Secret Identity,Neutral,2,1980
Malachi Toomes,Public Identity,Bad,2,1980
Michael Trudeau,Public Identity,Bad,2,1980
Minotaurus,Secret Identity,Neutral,2,1980
Mister Whitman,No Dual Identity,Neutral,2,1980
Modi Thorson,Secret Identity,Neutral,2,1980
Neptunus,Secret Identity,,2,1980
Pantherus,Secret Identity,,2,1980
Roy,Public Identity,,2,1980
Sheila Marks,,,2,1980
Svarog,Public Identity,Good,2,1980
Vali,,,2,1980
Viperus,Secret Identity,,2,1980
Aegir,No Dual Identity,,2,1981
Air (Elementals),,Neutral,2,1981
Albert Vito,Public Identity,,2,1981
Beverly Matheson,No Dual Identity,Good,2,1981
Dephine,Secret Identity,Good,2,1981
Dexter Quentin,Public Identity,Good,2,1981
Earth (Elementals),,Neutral,2,1981
Eva Krauss,Public Identity,Good,2,1981
Fire (Elementals),,Neutral,2,1981
Galactic Destroyer,Secret Identity,Bad,2,1981
Gorn (Warrior),Public Identity,Neutral,2,1981
Harold Becker,Public Identity,Good,2,1981
Jock Forrester,Public Identity,,2,1981
Joshua Grimly,,Bad,2,1981
Jules Baxendale,,Bad,2,1981
Kevin Matheson,Public Identity,Good,2,1981
Montenegro,,Bad,2,1981
Phillip le Guin,Public Identity,Good,2,1981
Rufus Carter,,,2,1981
Sep,Public Identity,Good,2,1981
Shadow Lord,Secret Identity,Good,2,1981
Shu Han,Public Identity,Good,2,1981
Sibylla,Public Identity,,2,1981
Solon Stabilizer,Public Identity,Neutral,2,1981
Tani Uiruson,,Bad,2,1981
Thyrio,,,2,1981
Water (Elementals),,Neutral,2,1981
William Liu,,,2,1981
Abraham Lincoln (Robot),Secret Identity,Neutral,2,1982
Alcemides,No Dual Identity,Good,2,1982
Amergin,,,2,1982
Arthur Chekhov,No Dual Identity,Good,2,1982
Asano Kimura,,Good,2,1982
Ashake (Mero\u00eb),No Dual Identity,Good,2,1982
Black Eagle,No Dual Identity,Good,2,1982
Dalia,Secret Identity,Neutral,2,1982
Daniel Shomron,,Good,2,1982
Dulb,,,2,1982
Ereshkigal (Goddess),,Bad,2,1982
Fear (Dark Man),Secret Identity,Bad,2,1982
Fiona McMurdo,,,2,1982
Freakmaster,Secret Identity,,2,1982
Glytra,Public Identity,,2,1982
Ian Fate,Public Identity,Bad,2,1982
James Melvin,Public Identity,Bad,2,1982
Li Ching-Lin,,Good,2,1982
Nose Norton,Secret Identity,Neutral,2,1982
Phraug,Public Identity,Bad,2,1982
Raymond Royton,Public Identity,,2,1982
Samhain,,Bad,2,1982
Tethra,Secret Identity,Bad,2,1982
Thomas Zebulon Guthrie,Secret Identity,Neutral,2,1982
Arnold Donovan,Public Identity,Bad,2,1983
Caryn Wise,,,2,1983
Deadshot Darrance,Secret Identity,Bad,2,1983
Ja-Quari,Secret Identity,,2,1983
Karant Kiar,No Dual Identity,,2,1983
Korath (Inhuman),No Dual Identity,,2,1983
Mayor Byrne,,,2,1983
Ootah,,,2,1983
Retread,,,2,1983
Schuyler Belial,,Bad,2,1983
Sheila Danning,,Bad,2,1983
William Boylan,,,2,1983
Xxan Xxar,,,2,1983
Aelfyre Whitemane,Secret Identity,Good,2,1984
Anthony Sloan,Secret Identity,Bad,2,1984
Bragi,Public Identity,Good,2,1984
Byrel Whitemane,Public Identity,Good,2,1984
Charasulla,,Bad,2,1984
Danielle Belmonde,Public Identity,Bad,2,1984
Elias Spector,No Dual Identity,Neutral,2,1984
Garwood,Public Identity,,2,1984
Giles Peacock,Public Identity,Good,2,1984
Jesse Johns,Public Identity,,2,1984
Jo (Morlock),Secret Identity,Neutral,2,1984
Joel Drake,Secret Identity,,2,1984
Karen Lee (Ross),No Dual Identity,Neutral,2,1984
Kwan Tai-Fung,Public Identity,Good,2,1984
Mary Drake,Secret Identity,,2,1984
Matt Slade III,Secret Identity,,2,1984
Oliver Cutlass,,,2,1984
Otny,,Bad,2,1984
Ralph Ratchit,Public Identity,Neutral,2,1984
Senator Phillip,Public Identity,Good,2,1984
Sirius (dog),Public Identity,Bad,2,1984
Skyler Wolf,Secret Identity,,2,1984
Steel Kommando,Secret Identity,,2,1984
Timothy Anders,Public Identity,Neutral,2,1984
Ace Spencer,Public Identity,Bad,2,1985
Angerboda,,,2,1985
Ariane (Galadorian),No Dual Identity,Good,2,1985
Basil Thorpe,Secret Identity,Bad,2,1985
Boyd Wilson,Secret Identity,Neutral,2,1985
Carla Ballinger,Secret Identity,,2,1985
Celia DeWolff Weatherby,Public Identity,Good,2,1985
Chakar,Public Identity,Good,2,1985
Charlie Carcrash,,Bad,2,1985
Dakari,Public Identity,Good,2,1985
Edward Gardner,Public Identity,Neutral,2,1985
Elsie Gertz,,Good,2,1985
Fred Hopkins,Secret Identity,Good,2,1985
Gerald Jablonski,Public Identity,,2,1985
Gorth,Public Identity,Bad,2,1985
Gunnar,,Good,2,1985
Hogan adopted daughter,No Dual Identity,Neutral,2,1985
Hogan adopted son,No Dual Identity,Neutral,2,1985
Horace Rosenthal,Public Identity,Good,2,1985
Jacques Moreau,Secret Identity,,2,1985
Jeanne Chretien,Secret Identity,Neutral,2,1985
Jinx (Theodore),,,2,1985
Joe Carson,,Bad,2,1985
Leif (Asgardian),,Good,2,1985
Lexi,Secret Identity,,2,1985
Lorenzo Spencer,Public Identity,Bad,2,1985
Ludlow Grimes,Public Identity,,2,1985
Mordonna,,Bad,2,1985
Nick Rodriquez,Secret Identity,,2,1985
Paul Domenic,Secret Identity,,2,1985
Phil Descard,Secret Identity,,2,1985
Ranar,Public Identity,Bad,2,1985
Robert Arnold,No Dual Identity,,2,1985
Rose Spencer,Public Identity,Good,2,1985
Sam Ross,Secret Identity,,2,1985
Steelshot,Public Identity,Bad,2,1985
Thomas Hanson,Public Identity,Neutral,2,1985
Winslow Smith,,Neutral,2,1985
Zebediah Stane,Public Identity,Bad,2,1985
Asterius,Secret Identity,Bad,2,1986
Bruce Crossman,Secret Identity,Bad,2,1986
Christina Natchios,,,2,1986
Concussion,Secret Identity,Good,2,1986
David Thompson,Public Identity,Good,2,1986
Dawn Middlebury,,Bad,2,1986
Deb Lowry,,Bad,2,1986
Dewlap,,Good,2,1986
Einar,,,2,1986
Emma la Porte,Public Identity,Good,2,1986
Ernesto Sapristi,,Good,2,1986
Gabriella Sapristi,,Good,2,1986
Giovanni Sapristi,,Good,2,1986
Hal (Warpies),Secret Identity,Bad,2,1986
Harvey Jessup,,Bad,2,1986
Horst Kleinmann (Earth-148611),,Bad,2,1986
Iuriale,Secret Identity,Bad,2,1986
Jaagur,Public Identity,Bad,2,1986
Jack Hazzard,Secret Identity,,2,1986
Jacob Fury (LMD),Secret Identity,Bad,2,1986
James Christian,Secret Identity,Bad,2,1986
John Lewandow,,Neutral,2,1986
Kali (Goddess),,,2,1986
Kellen,,Bad,2,1986
Marcus Coriander,Public Identity,Bad,2,1986
Maria Proudstar,Public Identity,Good,2,1986
Maria Sapristi,Public Identity,Good,2,1986
Mentac,Secret Identity,Good,2,1986
Michael Nowlan,Public Identity,Bad,2,1986
Neal Proudstar,Public Identity,Good,2,1986
Nettle,Secret Identity,Bad,2,1986
Pietro Sapristi,,Good,2,1986
Ramora,Secret Identity,Bad,2,1986
Rizzo,,Bad,2,1986
Rosa Sapristi,,Good,2,1986
Sally (Barmaid),Public Identity,,2,1986
Sandy Stalmaster,Public Identity,Bad,2,1986
Shaman,,Good,2,1986
Simas Androvich,,Good,2,1986
Siren (Warpies),Secret Identity,Neutral,2,1986
Slaggnbir,,Bad,2,1986
Snap (Warpies),Secret Identity,Bad,2,1986
Starkad,,Good,2,1986
Sundance,Secret Identity,Good,2,1986
Susan Hayakawa,Secret Identity,Bad,2,1986
Umbra,Public Identity,Bad,2,1986
Vivian Dolan,Public Identity,Bad,2,1986
Zeek,Secret Identity,,2,1986
Airhead,Secret Identity,,2,1987
Anne Garthwaite,No Dual Identity,,2,1987
Auctioneer,,,2,1987
Brute (Trash),Secret Identity,,2,1987
Chuck Cherkle,Public Identity,Good,2,1987
Edward Buckman,Secret Identity,Bad,2,1987
G.I. Max,Secret Identity,Bad,2,1987
Irina Tarasova,Public Identity,Bad,2,1987
Kartak,,Bad,2,1987
Michael Clemson,No Dual Identity,Neutral,2,1987
Peri,Public Identity,Good,2,1987
Priscilla Morrison,Public Identity,Bad,2,1987
Ptakr,Public Identity,Bad,2,1987
Rotgut,Secret Identity,Bad,2,1987
Siggorth,,Bad,2,1987
Tus-Katt,Public Identity,,2,1987
Yorak,No Dual Identity,,2,1987
Annie Deitz,No Dual Identity,Good,2,1988
Brickbat,Secret Identity,Bad,2,1988
Cheops,,Bad,2,1988
Frank Baer,Secret Identity,Bad,2,1988
Franz Kraus,Secret Identity,Bad,2,1988
Fred Caskey,,Bad,2,1988
Jack Rollins (LMD),,,2,1988
James Woo (LMD),,,2,1988
Jasper Sitwell (LMD),,,2,1988
Jet (WIldboys),Secret Identity,Bad,2,1988
Konrad Fassbinder,Secret Identity,Bad,2,1988
Laura Brown (LMD),,,2,1988
Leaper Logan,,Bad,2,1988
Lynne Huntington,,,2,1988
Major Purge,,Bad,2,1988
Marge Brock,,Good,2,1988
Martin Jacobi,Public Identity,,2,1988
Meade,Public Identity,,2,1988
Miguel Provenza,Public Identity,Bad,2,1988
Phil (Airport),,Neutral,2,1988
Roky Vance,,Bad,2,1988
Rupert Holloway,No Dual Identity,,2,1988
Sheila Blake,,,2,1988
Spit (Wildboys),Secret Identity,Bad,2,1988
Steven Petty,,Bad,2,1988
Sticker (Foxworth),Secret Identity,Bad,2,1988
Tammy Blake,,,2,1988
Terry Bollea,Public Identity,Neutral,2,1988
TransHuman ROBot,,Neutral,2,1988
Yasir,,Bad,2,1988
Agent Donohue,Public Identity,Neutral,2,1989
Anarchy (ULTIMATUM),Secret Identity,Bad,2,1989
Basher,Secret Identity,Bad,2,1989
Benjamin Tucker,Secret Identity,Good,2,1989
Bonehead,,Bad,2,1989
Bud Cable,,Bad,2,1989
Cameron Brock,Secret Identity,Neutral,2,1989
Captain Forsa,Secret Identity,,2,1989
Carlton Beatrice,,Bad,2,1989
Clark Finark,Secret Identity,Bad,2,1989
Clyde Bodtchik,Secret Identity,Bad,2,1989
Dakkor,Public Identity,Bad,2,1989
Demeityr,Public Identity,Good,2,1989
Doctor Shiner,Public Identity,,2,1989
Edward Windhart,,Bad,2,1989
Frank Ensign,,Good,2,1989
Genevieve Cross,,Good,2,1989
George Martin,Public Identity,,2,1989
Gerald Grondier,Public Identity,Bad,2,1989
Grundor,,Bad,2,1989
Hugh Taylor,Public Identity,,2,1989
Jack Bascomb,,,2,1989
Jerome Hamilton (Battleaxe),Secret Identity,,2,1989
Joanna Nivena,Public Identity,Good,2,1989
Josu\u00e9 P\u00e9tion,,Bad,2,1989
Jules St. Thomas,Public Identity,Good,2,1989
Kar-Sagg,Secret Identity,Bad,2,1989
Khalid Inshallah,Public Identity,Good,2,1989
Kholdsor,No Dual Identity,Bad,2,1989
Kimberly Schau,Secret Identity,,2,1989
Lemuel Sullivan,Secret Identity,,2,1989
Mary Windhart,,Neutral,2,1989
Matt Coris,Secret Identity,,2,1989
Michael Tucker,,,2,1989
Numinus,Secret Identity,Good,2,1989
Phee,,Bad,2,1989
Phy,,,2,1989
Rat,Secret Identity,,2,1989
Robert Washington,Secret Identity,Bad,2,1989
Robert Windhart,,Neutral,2,1989
Rochester,,Bad,2,1989
Roger Loomis,,Good,2,1989
Roger Welton,,,2,1989
Ryan Laporto,Secret Identity,Neutral,2,1989
Sara Krowler,,Bad,2,1989
Scientist Supreme,,Neutral,2,1989
Sharon Kelly,Public Identity,Good,2,1989
Sian Bowen,,Good,2,1989
Squid (Atlantean),,Bad,2,1989
Talmadge Cobbleskill,Secret Identity,Bad,2,1989
Two-Legged Rat,Secret Identity,Bad,2,1989
Umberto Safilios,No Dual Identity,Bad,2,1989
Undertow (Surf),Secret Identity,,2,1989
Victor Barlow,Secret Identity,Bad,2,1989
William Fanshawe,,Good,2,1989
William Read,Secret Identity,,2,1989
William Wesley,Public Identity,Good,2,1989
Zeke Sallinger,Secret Identity,,2,1989
Alder Revery,,Bad,2,1990
Amaterasu,,,2,1990
Babob,No Dual Identity,Good,2,1990
Bando Saburo,,Good,2,1990
Bear Brother,,Good,2,1990
Beryl,,Bad,2,1990
Bobbi Chase,Secret Identity,,2,1990
Cara LeBlanc,Public Identity,Good,2,1990
Cerise (Ravens),,Bad,2,1990
Charles Lassiter,No Dual Identity,,2,1990
Chicken Wings,Secret Identity,Good,2,1990
Cobalt,,Bad,2,1990
Dark Dweller,,Bad,2,1990
Ellegua,Public Identity,Good,2,1990
Exile (Alien),Secret Identity,,2,1990
Glaktu,Public Identity,Neutral,2,1990
Hal Goldman,,,2,1990
Harold McGee,Public Identity,,2,1990
Hosni,,,2,1990
Jason Berg,Public Identity,Good,2,1990
Kreutzmann,Public Identity,,2,1990
Mendev,,Bad,2,1990
Mimoza,Public Identity,Good,2,1990
Numacet,,Good,2,1990
Phil,Public Identity,,2,1990
Pupugli,Public Identity,Good,2,1990
Robert Hanklin,Public Identity,Bad,2,1990
Robert von Doom,Secret Identity,Bad,2,1990
Savage Fin,Secret Identity,,2,1990
Sluj,,Bad,2,1990
Strokov,,Bad,2,1990
Synthia Naip,,,2,1990
Ticker,Secret Identity,Bad,2,1990
Timothy Jones (Child),Public Identity,Good,2,1990
Uproar,,Bad,2,1990
Utand,,Bad,2,1990
Wiwarto,No Dual Identity,Good,2,1990
Adam Wright,No Dual Identity,Neutral,2,1991
Arianna Jankos,,Bad,2,1991
Brutus,Secret Identity,Bad,2,1991
Bullfinch,Public Identity,Bad,2,1991
Burt Garthwaite,Public Identity,,2,1991
Carmella,,Bad,2,1991
Crimewave (C.W.),,Bad,2,1991
Devi Bannerjee,Public Identity,Good,2,1991
Elizabeth Braddock (War Skrull),Secret Identity,Bad,2,1991
Ella Pinkwater,,Neutral,2,1991
Ent,Secret Identity,Neutral,2,1991
Father Time (Elders of the Universe),Secret Identity,Good,2,1991
Francesca Tofield,Public Identity,Bad,2,1991
Gar-Toom,,Bad,2,1991
Imperial Leader (Korbinite),,Good,2,1991
Jaboa Murphy,Public Identity,Neutral,2,1991
Kosinski,Public Identity,,2,1991
Larry Curtiss,Secret Identity,Bad,2,1991
Leonard Kryzewski,Public Identity,Bad,2,1991
Li Muan Ho,Public Identity,Neutral,2,1991
Linus Dorfman,,Bad,2,1991
Luis Barrett,Secret Identity,,2,1991
Maria Santos,,,2,1991
Masterblaster,Secret Identity,Bad,2,1991
Miles Lipton,Public Identity,Good,2,1991
Monkey (Vietnamese),,,2,1991
Mora Hager,Secret Identity,Bad,2,1991
Mother Inferior,Secret Identity,Neutral,2,1991
Mr. Meer,Public Identity,Good,2,1991
Mrs. Arranaga,,,2,1991
Mrs. Meer,Public Identity,Good,2,1991
Nakka,No Dual Identity,Neutral,2,1991
Pester,Secret Identity,Neutral,2,1991
Phineous Umbridge,No Dual Identity,Bad,2,1991
Ripster (Android),Secret Identity,Bad,2,1991
Sasha Yamir,Public Identity,Neutral,2,1991
Stig,No Dual Identity,Bad,2,1991
Theobald Blott,Public Identity,Good,2,1991
Unbeing,Secret Identity,Bad,2,1991
Virtual Reality,Secret Identity,,2,1991
Wing (Chaste),,,2,1991
Alake,No Dual Identity,Good,2,1992
Angeline Kutter,Public Identity,Bad,2,1992
Araq Mezdbadah,Secret Identity,Good,2,1992
Aroke,No Dual Identity,Good,2,1992
Arthur Barrington,No Dual Identity,Good,2,1992
Arthur Vale,,,2,1992
Aurora Poule,No Dual Identity,,2,1992
Avatar (Triumvirate),,Bad,2,1992
Briquette,Secret Identity,Bad,2,1992
Burke,Secret Identity,,2,1992
Cathode,Secret Identity,Bad,2,1992
Cody (Werewolf),Secret Identity,Bad,2,1992
Collier Mack,,Neutral,2,1992
Cruz Bushmaster,Secret Identity,Bad,2,1992
Daichi Sakamoto,Secret Identity,Good,2,1992
Donald Smithfield,Public Identity,Good,2,1992
Elio Angelopolous III,Public Identity,Bad,2,1992
Everett Donnelly,Secret Identity,Bad,2,1992
Firebug,Secret Identity,Bad,2,1992
Gattling,Secret Identity,,2,1992
George Waters,Public Identity,Bad,2,1992
Glump (Rime Giant),Secret Identity,Bad,2,1992
Go Vin Ng,,Neutral,2,1992
Groonk,Secret Identity,Good,2,1992
Hamza Halladah,Public Identity,Bad,2,1992
Henry Akai,Secret Identity,Bad,2,1992
Infinity Thrall,,,2,1992
Jackal (New Man),,Bad,2,1992
Jodi Furman,Secret Identity,Good,2,1992
Joe Emberlin,,Bad,2,1992
Johnny Bloodcede,,Bad,2,1992
Kai-Ra,Secret Identity,Bad,2,1992
Khoon,Secret Identity,Bad,2,1992
Lloigoroth,Secret Identity,Bad,2,1992
Lucian Aster,,Bad,2,1992
Mark Conroy,,Neutral,2,1992
Max,,Good,2,1992
Michael Bingham,Secret Identity,Bad,2,1992
Mikula Golubev,Secret Identity,Bad,2,1992
Morton Thurnton,Public Identity,Bad,2,1992
Nino Cortese,Public Identity,Bad,2,1992
Onslaught (Imperial Guard),Secret Identity,Good,2,1992
Ray Jones,Public Identity,Bad,2,1992
Razorblade (Werewolf),Secret Identity,Bad,2,1992
Rick Chalker,Secret Identity,Bad,2,1992
Rugar,Public Identity,Good,2,1992
Saint Elmo,Secret Identity,Good,2,1992
Sasha Pokryshkin,Secret Identity,Bad,2,1992
Selena Slate,Secret Identity,Neutral,2,1992
Swift (Death Squad),Secret Identity,Bad,2,1992
Thor Kid,,Bad,2,1992
Timothy Karlskin,Secret Identity,Bad,2,1992
Victor von Doom (Impostor),Secret Identity,Bad,2,1992
Vittorio Montesi,Secret Identity,,2,1992
Vladimir Orekhov,Secret Identity,Bad,2,1992
Volga Belle,,Bad,2,1992
William Matson,Secret Identity,,2,1992
Yegor Balinov,Secret Identity,Bad,2,1992
Alessandro Brannex,No Dual Identity,Bad,2,1993
Andre LeRoux,Secret Identity,Good,2,1993
Andromeda (Pantheon),Secret Identity,Good,2,1993
Andwella,,Good,2,1993
Angel of Vengeance,Secret Identity,Neutral,2,1993
Anskar,No Dual Identity,Bad,2,1993
Ard,Secret Identity,Neutral,2,1993
Ars Magna,,,2,1993
Astra (Polemachus),No Dual Identity,Good,2,1993
Augustyne Phyffe,No Dual Identity,Good,2,1993
Bad Timing,Secret Identity,Bad,2,1993
Ballistik,,Bad,2,1993
Berserker 7,Secret Identity,Bad,2,1993
Bezial,Secret Identity,Bad,2,1993
Black Curator,Public Identity,Bad,2,1993
Blitz,Secret Identity,Bad,2,1993
Boneyard,Secret Identity,Neutral,2,1993
Butane,Secret Identity,Neutral,2,1993
Carcass,,,2,1993
Carjack,Secret Identity,Bad,2,1993
Cassandra (Hydra),Secret Identity,Bad,2,1993
Celery,Secret Identity,,2,1993
Chon Li,Secret Identity,Bad,2,1993
Contract,Secret Identity,Bad,2,1993
Cubist,Secret Identity,,2,1993
Cyanide,Secret Identity,Neutral,2,1993
David Roberts,Secret Identity,Neutral,2,1993
Depth Charge,Secret Identity,Neutral,2,1993
Dick Chalker,Secret Identity,Bad,2,1993
Doka (Snakeroot),Secret Identity,Bad,2,1993
Enteki I (Snakeroot),Secret Identity,Bad,2,1993
Epsilon Red,,,2,1993
Ept-Rass,No Dual Identity,Bad,2,1993
Ferret (Warpies),Secret Identity,Neutral,2,1993
Feruze (Snakeroot),Secret Identity,Bad,2,1993
Flagstone,Secret Identity,Neutral,2,1993
Franz Lubischt,Public Identity,Bad,2,1993
Fugue (Tektos),Secret Identity,Bad,2,1993
Furman,Secret Identity,,2,1993
Glaze,Secret Identity,,2,1993
Glora Teth,Secret Identity,Good,2,1993
Gopher (Tommy),Secret Identity,Good,2,1993
Gordon Lefferts,Secret Identity,Neutral,2,1993
Henri LeBeau,,Neutral,2,1993
Henry McCoy (X-Beast),Secret Identity,Bad,2,1993
High Technician,Public Identity,Bad,2,1993
Hook (Hellbent),,Bad,2,1993
Huang Zhu,Secret Identity,Bad,2,1993
Hunger (Extraterrestrial),,Bad,2,1993
Iskelior,,,2,1993
Jaime Zimmerman,Secret Identity,Bad,2,1993
Jonathan Chambers,Secret Identity,Bad,2,1993
Jonathan Farmer,,Bad,2,1993
Julia Concepcion,Secret Identity,,2,1993
Karbon,Secret Identity,Bad,2,1993
Karia,No Dual Identity,Neutral,2,1993
Keith Roberts,Public Identity,Good,2,1993
Kevin Leary,Secret Identity,Bad,2,1993
Laz-Fire,Secret Identity,Bad,2,1993
Leecher,Secret Identity,Bad,2,1993
Lester Selkirk,Secret Identity,Bad,2,1993
Lodestone (Warpies),Secret Identity,,2,1993
Louis St. Croix,Public Identity,Good,2,1993
Lysander (Bloodseed),,,2,1993
Maggie Langella,Secret Identity,Bad,2,1993
Makio Yakaki,,,2,1993
Mali,Secret Identity,Bad,2,1993
Manx,Secret Identity,Neutral,2,1993
Maximilian Stone,Secret Identity,Good,2,1993
Moira Brandon,Public Identity,Good,2,1993
Morel,Public Identity,Good,2,1993
Mustard (Warpies),Secret Identity,Neutral,2,1993
Mutate 24-601,Secret Identity,,2,1993
Nathaniel Great Owl,,,2,1993
Network (Hellbent),Secret Identity,Bad,2,1993
Neutron Bum,Secret Identity,Bad,2,1993
Nyko Halfghanaghan,No Dual Identity,Bad,2,1993
Ocelot (Warpies),Secret Identity,Neutral,2,1993
Orlando Sinclair,Secret Identity,Good,2,1993
Payload,Secret Identity,Bad,2,1993
Peter Gyrich (Piecemeal),Secret Identity,Bad,2,1993
Piecemeal (Mutate 416),Secret Identity,Bad,2,1993
Pixil,Secret Identity,Bad,2,1993
Quinn McIntyre,,Good,2,1993
Salt,Secret Identity,,2,1993
Samuel Merrick,,Good,2,1993
Scatter (Lilin),Secret Identity,Bad,2,1993
Seth Phalkon,Public Identity,Bad,2,1993
